"study"	"variable1"	"variable2"	"df1"	"r"	"covariates"	"comment"	"v"	"v.from.raw.chisq"	"subsample"	"var1values"	"var1moment"	"var2values"	"var2moment"	"chisq"	"n"	"OR"	"df2"	"p"	"t"	"F"	"counter"	"d"	"etasq"	"insignificanceOnly"	"size"	"var1_dependent"	"var1_direction"	"var1_values"	"var1_uniqueVarID"	"var1_psytype"	"var2_dependent"	"var2_direction"	"var2_values"	"var2_uniqueVarID"	"var2_psytype"	"pred_psytype"	"dep_psytype"	"dependent"	"p.computed.from.chisq"	"v.computed.from.chisq"	"r.computed.from.or"	"d.computed.from.or"	"r.computed.from.t"	"p.computed.from.t"	"d.computed.from.t"	"p.computed.from.f"	"etasq.computed.from.f"	"omegasq.computed.from.f"	"d.computed.from.f"	"r_fam_sign"	"r.computed.from.v"	"r.computed.from.v.from.raw.chisq"	"r.computed.from.v.computed.from.chisq"	"r.computed.from.etasq"	"r.computed.from.etasq.computed.from.f"	"n.extracted"	"r.averaged.from.computations"	"r_fam_es"	"var1_classification"	"var2_classification"
"Maassen2004.r"	"Friends pay more attention to me"	"smoking"	NA	NA	0	"Groups are smokers and non-smokers"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-0.36	NA	FALSE	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_friendspaymoreattentiontome"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.0343044507215802	0.719525093595799	-0.067434178433882	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.0343044507215802	-0.0343044507215802	NA	"behavior"
"Maassen2004.r"	"Easier to be part of the crowd"	"smoking"	NA	NA	NA	"Groups are smokers and non-smokers"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-1.44	NA	FALSE	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_easiertobepartofthecrowd"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.136022524508155	0.15265680367962	-0.269736713735528	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.136022524508155	-0.136022524508155	NA	"behavior"
"Maassen2004.r"	"Helps concentrate in class"	"smoking"	NA	NA	NA	"Groups are smokers and non-smokers"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-1.78	NA	FALSE	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_helpsconcentrateinclass"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.167323682633992	0.0777877771413217	-0.333424548923083	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.167323682633992	-0.167323682633992	NA	"behavior"
"Maassen2004.r"	"Social norm mother"	"smoking"	NA	NA	NA	"subjective norm is measured on 7 point scale 
   where +3 = should, -3 =  shouldn't. Info retrieved from right
   collumn of page 553"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.002	-3.14	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_socialnormmother"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.286809304309446	0.00216073365344602	-0.588175889673304	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.286809304309446	-0.286809304309446	"subjective norms"	"behavior"
"Maassen2004.r"	"Social norm father"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.001	-3.96	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_socialnormfather"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.353231426736944	0.000132077129752777	-0.741775962772702	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.353231426736944	-0.353231426736944	"subjective norms"	"behavior"
"Maassen2004.r"	"Social norm brother"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.002	-3.19	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_socialnormbrother"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.290992389017607	0.00184572833735286	-0.597541747789121	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.290992389017607	-0.290992389017607	"subjective norms"	"behavior"
"Maassen2004.r"	"Social norm sister"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.001	-3.58	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_socialnormsister"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.323038916586367	0.00050936180268798	-0.670595441092493	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.323038916586367	-0.323038916586367	"subjective norms"	"behavior"
"Maassen2004.r"	"Social norm friends"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.003	-3.02	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_socialnormfriends"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.276703002325232	0.00313144125857707	-0.565697830195343	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.276703002325232	-0.276703002325232	"subjective norms"	"behavior"
"Maassen2004.r"	"Social norm best friend"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.001	-4.9	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_socialnormbestfriend"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.423279734809564	3.2578316186711e-06	-0.91785409535006	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.423279734809564	-0.423279734809564	"subjective norms"	"behavior"
"Maassen2004.r"	"Social norm teacher"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.001	-4.58	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_socialnormteacher"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.400192507449149	1.21285482720777e-05	-0.857912603408832	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.400192507449149	-0.400192507449149	"subjective norms"	"behavior"
"Maassen2004.r"	"Percieved behavior - mother smokes"	"Smokers"	1	NA	0	"smoker-data under perceived behavior,
  perceived behavior by friends/family. mother, father brother, sister are non significant"	NA	NA	NA	NA	NA	NA	NA	1.09	282	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_percievedbehaviormothersmokes"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smokers"	"behavior"	"belief"	"behavior"	"initiation"	0.59294241773631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	282	NA	NA	"descriptive norm"	"behavior"
"Maassen2004.r"	"Percieved behavior - father smokes"	"Smokers"	1	NA	NA	"smoker-data under perceived behavior,
  perceived behavior by friends/family. mother, father brother, sister are non significant"	NA	NA	NA	NA	NA	NA	NA	3.03	282	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_percievedbehaviorfathersmokes"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smokers"	"behavior"	"belief"	"behavior"	"initiation"	0.163476033058151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	282	NA	NA	"descriptive norm"	"behavior"
"Maassen2004.r"	"Percieved behavior - brother smokes"	"Smokers"	1	NA	NA	"smoker-data under perceived behavior,
  perceived behavior by friends/family. mother, father brother, sister are non significant"	NA	NA	NA	NA	NA	NA	NA	0.05	282	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_percievedbehaviorbrothersmokes"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smokers"	"behavior"	"belief"	"behavior"	"initiation"	1.64612654751624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	282	NA	NA	"descriptive norm"	"behavior"
"Maassen2004.r"	"Percieved behavior - sister smokes"	"Smokers"	1	NA	NA	"smoker-data under perceived behavior,
  perceived behavior by friends/family. mother, father brother, sister are non significant"	NA	NA	NA	NA	NA	NA	NA	1.09	282	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_percievedbehaviorsistersmokes"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smokers"	"behavior"	"belief"	"behavior"	"initiation"	0.59294241773631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	282	NA	NA	"descriptive norm"	"behavior"
"Maassen2004.r"	"Percieved behavior - most friends smoke"	"Smokers"	1	NA	NA	"smoker-data under perceived behavior,
  perceived behavior by friends/family. mother, father brother, sister are non significant"	NA	NA	NA	NA	NA	NA	NA	10.43	282	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_percievedbehaviormostfriendssmoke"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smokers"	"behavior"	"belief"	"behavior"	"initiation"	0.00247969485938955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	282	NA	NA	"descriptive norm"	"behavior"
"Maassen2004.r"	"Percieved behavior - best friend smokes"	"Smokers"	1	NA	NA	"smoker-data under perceived behavior,
  perceived behavior by friends/family. mother, father brother, sister are non significant"	NA	NA	NA	NA	NA	NA	NA	37.18	282	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_percievedbehaviorbestfriendsmokes"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smokers"	"behavior"	"belief"	"behavior"	"initiation"	2.15425686921767e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	282	NA	NA	"descriptive norm"	"behavior"
"Maassen2004.r"	"Percieved behavior - teacher smokes"	"Smokers"	1	NA	NA	"smoker-data under perceived behavior,
  perceived behavior by friends/family. mother, father brother, sister are non significant"	NA	NA	NA	NA	NA	NA	NA	3.98	282	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_percievedbehaviorteachersmokes"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smokers"	"behavior"	"belief"	"behavior"	"initiation"	0.0920871264787075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	282	NA	NA	"descriptive norm"	"behavior"
"Maassen2004.r"	"social pressure mother"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-2.58	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_socialpressuremother"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.238872096344796	0.0111739644808659	-0.483278278776154	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.238872096344796	-0.238872096344796	"injunctive norm"	"behavior"
"Maassen2004.r"	"social pressure father"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-1.81	NA	FALSE	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_socialpressurefather"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.170062841319705	0.0729772835679929	-0.339044063792573	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.170062841319705	-0.170062841319705	"injunctive norm"	"behavior"
"Maassen2004.r"	"Social pressure brother"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.001	-4.65	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_socialpressurebrother"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.405310528406691	9.13893313083e-06	-0.871024804770975	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.405310528406691	-0.405310528406691	"injunctive norm"	"behavior"
"Maassen2004.r"	"Social pressure sister"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.005	-2.8	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_socialpressuresister"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.257935824075447	0.00602033496045816	-0.524488054485749	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.257935824075447	-0.257935824075447	"injunctive norm"	"behavior"
"Maassen2004.r"	"Social pressure best friend"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.001	-4.58	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_socialpressurebestfriend"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.400192507449149	1.21285482720777e-05	-0.857912603408832	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.400192507449149	-0.400192507449149	"injunctive norm"	"behavior"
"Maassen2004.r"	"Social pressure teacher"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	2	-3.15	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_socialpressureteacher"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.287647243781428	0.00209399149766692	-0.590049061296467	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.287647243781428	-0.287647243781428	"injunctive norm"	"behavior"
"Maassen2004.r"	"Self efficacy with smoking friends"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-0.55	NA	FALSE	NA	NA	TRUE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_selfefficacywithsmokingfriends"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.0523684851780194	0.583414544496899	-0.103024439273986	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-0.0523684851780194	-0.0523684851780194	"self-efficacy"	"behavior"
"Maassen2004.r"	"Self efficacy when offered a cigarette"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-1.12	NA	FALSE	NA	NA	TRUE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_selfefficacywhenofferedacigarette"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.10618408394403	0.265109778963017	-0.209795221794299	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-0.10618408394403	-0.10618408394403	"self-efficacy"	"behavior"
"Maassen2004.r"	"Self efficacy when upset"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-2.02	NA	FALSE	NA	NA	FALSE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_selfefficacywhenupset"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.189123654721049	0.0457702522930072	-0.378380667879004	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-0.189123654721049	-0.189123654721049	"self-efficacy"	"behavior"
"Maassen2004.r"	"Self efficacy when nervous"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.047	-2	NA	FALSE	NA	NA	FALSE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_selfefficacywhennervous"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.187317162316339	0.0479204717277243	-0.374634324632678	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-0.187317162316339	-0.187317162316339	"self-efficacy"	"behavior"
"Maassen2004.r"	"Self efficacy when on the way home from school"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-1.84	NA	FALSE	NA	NA	TRUE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_selfefficacywhenonthewayhomefromschool"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.172798063731781	0.0684161292825392	-0.344663578662063	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-0.172798063731781	-0.172798063731781	"self-efficacy"	"behavior"
"Maassen2004.r"	"Self efficacy when doing homework"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	0.93	NA	FALSE	NA	NA	TRUE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_selfefficacywhendoinghomework"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	0.0883254611856674	0.354371254792197	0.174204960954195	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	0.0883254611856674	0.0883254611856674	"self-efficacy"	"behavior"
"Maassen2004.r"	"Intention to smoke next year"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.001	7.17	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_intentiontosmokenextyear"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	0.564358949974986	8.55672226640742e-11	1.34306405380815	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.564358949974986	0.564358949974986	NA	"behavior"
"Maassen2004.r"	"Difficult to quit"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	0.38	NA	FALSE	NA	NA	TRUE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_difficulttoquit"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	0.0362078206887693	0.704665058765761	0.0711805216802087	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	0.0362078206887693	0.0362078206887693	NA	"behavior"
"Maassen2004.r"	"Safe to smoke for a year or two"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-1.07	NA	FALSE	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_safetosmokeforayearortwo"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.101493681950113	0.286919847262672	-0.200429363678483	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.101493681950113	-0.101493681950113	"risk perception"	"behavior"
"Maassen2004.r"	"Smoke from other people is harmful"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	1.41	NA	FALSE	NA	NA	TRUE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_smokefromotherpeopleisharmful"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	0.133239555275155	0.161310708175944	0.264117198866038	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	0.133239555275155	0.133239555275155	"risk perception"	"behavior"
"Maassen2004.r"	"Smoking harms health"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	0.72	NA	FALSE	NA	NA	TRUE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_smokingharmshealth"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	0.068488113217851	0.473024877152601	0.134868356867764	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	0.068488113217851	0.068488113217851	"risk perception"	"behavior"
"Maassen2004.r"	"It's ok if not inhaled"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-1.71	NA	FALSE	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_itsokifnotinhaled"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.16091732015822	0.090034835969062	-0.320312347560939	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.16091732015822	-0.16091732015822	"risk perception"	"behavior"
"Maassen2004.r"	"Only harmful if you smoke a lot"	"smoking"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-0.75	NA	FALSE	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_onlyharmfulifyousmokealot"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.0713275551548211	0.454827308850096	-0.140487871737254	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.0713275551548211	-0.0713275551548211	"risk perception"	"behavior"
"martin2006.r"	"motivation to quit"	"barriers to quitting"	NA	-0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4713	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	4713	"cessation"	"consistent"	NA	"martin2006.r_motivationtoquit"	"behavior"	"cessation"	"inconsistent"	NA	"martin2006.r_barrierstoquitting"	"behavior"	"none"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	-0.28	"intention"	"self-efficacy"
"martin2006.r"	"motivation to quit"	"self-efficacy"	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4713	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	4713	"cessation"	"consistent"	NA	"martin2006.r_motivationtoquit"	"behavior"	"cessation"	"consistent"	NA	"martin2006.r_selfefficacy"	"behavior"	"none"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.49	"intention"	"self-efficacy"
"miller2006.r"	"experimentation"	"susceptibility to initiation"	NA	0.298	0	NA	NA	NA	NA	NA	1	NA	1	NA	1799	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	184	"initiation"	"consistent"	"NA"	"miller2006.r_experimentation"	"behavior"	"initiation"	"consistent"	"NA"	"miller2006.r_susceptibilitytoinitiation"	"determinant"	"determinant"	"behavior"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1799	NA	0.298	NA	NA
"miller2006.r"	"reactance"	"susceptibility to initiation"	NA	0.294	0	NA	NA	NA	NA	NA	1	NA	1	NA	1816	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	184	"initiation"	"consistent"	"NA"	"miller2006.r_reactance"	"determinant"	"initiation"	"consistent"	"NA"	"miller2006.r_susceptibilitytoinitiation"	"determinant"	"determinant"	"none"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1816	NA	0.294	NA	NA
"miller2006.r"	"no. of best friends using tobacco"	"susceptibility to initiation"	NA	0.099	0	NA	NA	NA	NA	NA	1	NA	1	NA	1754	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	184	"initiation"	"consistent"	"NA"	"miller2006.r_noofbestfriendsusingtobacco"	"belief"	"initiation"	"consistent"	"NA"	"miller2006.r_susceptibilitytoinitiation"	"determinant"	"determinant"	"none"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1754	NA	0.099	NA	NA
"miller2006.r"	"Best friend's smoking status"	"susceptibility to initiation"	NA	0.102	0	NA	NA	NA	NA	NA	1	NA	1	NA	1462	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	184	"initiation"	"consistent"	"NA"	"miller2006.r_bestfriendssmokingstatus"	"belief"	"initiation"	"consistent"	"NA"	"miller2006.r_susceptibilitytoinitiation"	"determinant"	"determinant"	"none"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1462	NA	0.102	NA	NA
"myung2012.r"	"Medical evidence is exaggerated"	"Intention to quit"	NA	NA	NA	"Retrieved from Table 2. p 24 under Self-exempting beliefs"	NA	NA	NA	NA	NA	NA	NA	NA	363	0.56	NA	NA	NA	NA	FALSE	NA	NA	FALSE	363	"cessation"	NA	NA	"myung2012.r_medicalevidenceisexaggerated"	"belief"	"cessation"	NA	NA	"myung2012.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	-0.157831966554373	-0.31967069053293	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.157831966554373	-0.157831966554373	NA	NA
"myung2012.r"	"You've got to die of something"	"Intention to quit"	NA	NA	NA	"Retrieved from Table 2. p 24 under Self-exempting beliefs"	NA	NA	NA	NA	NA	NA	NA	NA	363	0.5	NA	NA	NA	NA	FALSE	NA	NA	FALSE	363	"cessation"	NA	NA	"myung2012.r_youvegottodieofsomething"	"belief"	"cessation"	NA	NA	"myung2012.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	-0.187680633692864	-0.382152069422844	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.187680633692864	-0.187680633692864	"risk perception"	NA
